nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,tahun,bulan,wisman,wisnus,kmr,pax,rm_ava,okupansi
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2020,02,0,2.582,1.291,2.582,980,"131,73"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2020,02,0,794,794,794,1400,"56,71"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2020,02,9,770,337,779,2828,"11,92"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2020,02,31,100,131,131,3136,"4,18"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2020,02,0,0,0,0,1596,"0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2020,02,0,3.592,1.796,3.592,1064,"168,80"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2020,02,0,0,0,0,3136,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2020,02,0,325,309,325,1428,"21,64"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2020,02,0,0,0,0,1904,"0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2020,02,0,0,0,0,1148,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2020,02,0,0,0,0,4648,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2020,02,0,0,0,0,980,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2020,02,0,0,0,0,1148,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2020,02,0,0,0,0,1232,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2020,02,0,0,0,0,1260,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2020,02,4,822,424,826,840,"50,48"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2020,02,0,0,0,0,700,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2020,02,0,1.202,601,1.202,2072,"29,01"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2020,02,0,0,0,0,2184,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2020,02,0,164,164,164,476,"34,45"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2020,02,0,198,198,198,868,"22,81"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2021,02,34,3.256,3.175,3.290,5068,"62,65"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2021,02,163,2.267,2.430,2.430,5544,"43,83"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2021,02,4,3.911,1.807,3.915,6020,"30,02"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2021,02,5,2.588,2.484,2.593,3864,"64,29"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2021,02,340,4.248,2.454,4.588,5600,"43,82"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2021,02,17,3.210,2.584,3.227,3416,"75,64"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2021,02,0,0,0,0,2240,"0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2021,02,15,2.204,1.560,2.219,4144,"37,64"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2021,02,0,0,0,0,3640,"0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,02,21,3.449,2.122,3.470,4200,"50,52"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2021,02,9,2.579,1.614,2.588,6440,"25,06"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2021,02,0,0,0,0,3248,"0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2021,02,4,2.881,1.760,2.885,18564,"9,48"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2021,02,0,3.315,3.305,3.315,5096,"64,85"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2021,02,0,1.512,756,1.512,2548,"29,67"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 3,155,205,2021,02,2,832,21,834,4340,"0,48"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,02,0,0,0,0,4200,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2021,02,0,0,0,0,5180,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2021,02,0,0,0,0,4312,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2021,02,22,2.036,1.260,2.058,2772,"45,45"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2021,02,0,3.725,2.109,3.725,3052,"69,10"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2021,02,0,0,0,0,2044,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2021,02,0,708,568,708,2828,"20,08"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,27,37,2021,02,0,3.568,2.061,3.568,756,"272,62"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2021,02,112,542,327,654,2380,"13,74"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,02,5,3.082,3.087,3.087,4340,"71,13"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2021,02,0,0,0,0,2744,"0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2021,02,0,0,0,0,4648,"0,00"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,30,43,2021,02,10,4.197,2.671,4.207,840,"317,98"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2021,02,46,1.757,1.767,1.803,2212,"79,88"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,02,0,807,601,807,4340,"13,85"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2021,02,0,0,0,0,1484,"0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2021,02,0,174,87,174,3724,"2,34"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,26,26,2021,02,0,756,350,756,728,"48,08"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2021,02,0,0,0,0,4340,"0,00"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2021,02,0,482,291,482,3024,"9,62"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2021,02,0,0,0,0,4312,"0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2021,02,0,0,0,0,3136,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2021,02,0,0,0,0,2268,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2021,02,0,0,0,0,924,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,2021,02,17,1.338,1.355,1.355,3220,"42,08"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2021,02,0,2.434,1.217,2.434,980,"124,18"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2021,02,0,0,0,0,1400,"0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2021,02,3,274,112,277,2828,"3,96"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2021,02,31,149,113,180,3136,"3,60"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2021,02,0,0,0,0,1596,"0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2021,02,0,1.332,666,1.332,1064,"62,59"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2021,02,0,0,0,0,3136,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 2,51,57,2021,02,0,0,0,0,1428,"0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2021,02,0,0,0,0,1904,"0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2021,02,0,0,0,0,1148,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2021,02,0,0,0,0,4648,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2021,02,0,0,0,0,980,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2021,02,0,0,0,0,1148,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2021,02,0,0,0,0,1232,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2021,02,0,0,0,0,1260,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2021,02,0,1.230,669,1.230,840,"79,64"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2021,02,0,328,164,328,700,"23,43"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2021,02,0,0,0,0,2072,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2021,02,0,0,0,0,2184,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2021,02,0,42,21,42,476,"4,41"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2021,02,0,0,0,0,868,"0,00"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2022,02,0,0,3.175,0,5068,"62,65"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2022,02,98,3.084,2.430,3.182,5544,"43,83"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2022,02,2,3.089,1.807,3.091,6020,"30,02"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2022,02,0,0,0,0,3864,"0,00"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2022,02,54,3.191,2.980,3.245,5600,"53,21"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2022,02,7,2.476,2.483,2.483,3416,"72,69"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2022,02,0,0,0,0,2240,"0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2022,02,26,3.675,3.122,3.701,4144,"75,34"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2022,02,0,0,0,0,3640,"0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,02,131,5.920,3.493,6.051,4200,"83,17"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2022,02,163,2.461,2.624,2.624,6440,"40,75"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2022,02,0,0,0,0,3248,"0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2022,02,0,4.759,2.326,4.759,18564,"12,53"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2022,02,0,4.963,3.957,4.963,5096,"77,65"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2022,02,0,1.480,740,1.480,2548,"29,04"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,2022,02,0,0,0,0,4340,"0,00"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,02,0,0,0,0,4200,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2022,02,0,0,0,0,5180,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2022,02,0,0,0,0,4312,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2022,02,17,2.828,1.994,2.845,2772,"71,93"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2022,02,0,4.530,2.536,4.530,3052,"83,09"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2022,02,0,0,0,0,2044,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2022,02,2,793,607,795,2828,"21,46"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2022,02,0,3.556,3.397,3.556,4312,"78,78"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2022,02,0,3.556,265,3.556,2380,"11,13"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,02,0,3.264,3.264,3.264,4340,"75,21"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2022,02,0,0,3.507,0,2744,"127,81"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2022,02,0,3.455,2.096,3.455,4648,"45,09"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2022,02,4,4.797,2.993,4.801,3220,"92,95"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2022,02,0,2.651,0,2.651,2212,"0,00"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,02,0,0,0,0,4340,"0,00"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2022,02,0,0,0,0,1484,"0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2022,02,0,346,173,346,3724,"4,65"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2022,02,0,0,0,0,3136,"0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2022,02,0,2.500,2.346,2.500,4340,"54,06"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2022,02,0,1.567,816,1.567,3024,"26,98"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2022,02,0,0,0,0,4312,"0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2022,02,0,0,0,0,3136,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2022,02,0,0,0,0,2268,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2022,02,0,0,0,0,924,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,30,43,2022,02,2,1.383,1.385,1.385,840,"164,88"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2022,02,0,2.310,1.197,2.310,1428,"83,82"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2022,02,0,0,0,0,1400,"0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2022,02,0,482,0,482,2828,"0,00"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,2022,02,31,103,113,134,1064,"10,62"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2022,02,0,0,0,0,1596,"0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2022,02,0,0,666,0,1064,"62,59"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2022,02,0,0,0,0,3136,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2022,02,0,0,0,0,1428,"0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2022,02,0,0,0,0,1904,"0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2022,02,0,0,0,0,1148,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2022,02,0,0,0,0,4648,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2022,02,0,0,0,0,980,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2022,02,0,0,0,0,1148,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2022,02,0,0,0,0,1232,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2022,02,0,0,0,0,1260,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2022,02,0,1.204,669,1.204,1260,"53,10"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2022,02,0,238,164,238,700,"23,43"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2022,02,0,0,0,0,2072,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2022,02,0,0,0,0,2184,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2022,02,0,0,21,0,476,"4,41"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2022,02,0,0,0,0,868,"0,00"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2023,02,0,0,3.217,0,5068,"63,48"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2023,02,98,3.084,4.628,3.182,5544,"83,48"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2023,02,2,3.089,5.094,3.091,6020,"84,62"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2023,02,0,0,3.360,0,3864,"86,96"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2023,02,54,3.191,4.354,3.245,5600,"77,75"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2023,02,7,2.476,3.151,2.483,3416,"92,24"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2023,02,0,0,1.625,0,2240,"72,54"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2023,02,26,3.675,3.313,3.701,4144,"79,95"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2023,02,0,0,0,0,3640,"0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2023,02,131,5.920,3.687,6.051,4200,"87,79"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2023,02,163,2.461,5.407,2.624,6440,"83,96"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2023,02,0,0,242,0,3248,"7,45"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2023,02,0,4.759,5.378,4.759,18564,"28,97"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2023,02,0,4.963,1.583,4.963,5096,"31,06"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,2023,02,0,1.480,688,1.480,3136,"21,94"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,2023,02,0,0,687,0,4340,"15,83"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2023,02,0,0,0,0,4200,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2023,02,0,0,0,0,5180,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2023,02,0,0,0,0,4312,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2023,02,17,2.828,2.083,2.845,2772,"75,14"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,2023,02,0,4.530,5.184,4.530,2828,"183,31"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2023,02,40,5.323,2.759,5.363,2044,"134,98"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,2023,02,2,793,1.178,795,2772,"42,50"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2023,02,0,3.556,3.530,3.556,4312,"81,86"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2023,02,0,3.556,1.652,3.556,2380,"69,41"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2023,02,0,3.264,3.656,3.264,4340,"84,24"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2023,02,0,0,0,0,2744,"0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,2023,02,0,3.455,2.566,3.455,3136,"81,82"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2023,02,4,4.797,3.025,4.801,3220,"93,94"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,2023,02,0,2.651,2.123,2.651,2520,"84,25"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,2023,02,0,0,1.757,0,2996,"58,64"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2023,02,0,0,3.360,0,1484,"226,42"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2023,02,0,346,307,346,3724,"8,24"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2023,02,0,0,0,0,3136,"0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2023,02,0,2.500,687,2.500,4340,"15,83"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2023,02,0,1.567,899,1.567,3024,"29,73"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2023,02,0,0,0,0,4312,"0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2023,02,0,0,0,0,3136,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2023,02,0,0,0,0,2268,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2023,02,0,0,0,0,924,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,2023,02,2,1.383,1.355,1.385,1400,"96,79"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2023,02,0,2.310,2.443,2.310,1428,"171,08"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2023,02,0,0,1.049,0,1400,"74,93"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,32,50,2023,02,0,482,339,482,896,"37,83"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,2023,02,31,103,74,134,1064,"6,95"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2023,02,0,0,161,0,1596,"10,09"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2023,02,0,0,0,0,1064,"0,00"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2023,02,0,0,0,0,3136,"0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2023,02,0,0,0,0,1428,"0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2023,02,0,0,146,0,1904,"7,67"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2023,02,0,0,0,0,1148,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2023,02,0,0,0,0,4648,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2023,02,0,0,0,0,980,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2023,02,0,0,0,0,1148,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2023,02,0,0,0,0,1232,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2023,02,0,0,0,0,1260,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2023,02,0,1.204,406,1.204,1260,"32,22"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2023,02,0,238,0,238,700,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2023,02,0,0,0,0,2072,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2023,02,0,0,0,0,2184,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2023,02,0,0,0,0,476,"0,00"
KHARISMA HOTEL,Marga Sari,Balikpapan Barat,Melati,8,8,2023,02,0,0,0,0,224,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,2023,02,0,0,317,0,700,"45,29"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2024,02,23,4.652,4.891,4.675,5068,"96,51"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2024,02,974,6.035,4.891,7.009,5544,"88,22"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2024,02,23,4.652,4.887,4.675,6020,"81,18"
