No,nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,jan_wisman,jan_wisnus,feb_wisman,feb_wisnus,mar_wisman,mar_wisnus,apr_wisman,apr_wisnus,mei_wisman,mei_wisnus,jun_wisman,jun_wisnus,jul_wisman,jul_wisnus,ags_wisman,ags_wisnus,sep_wisman,sep_wisnus,okt_wisman,okt_wisnus,nov_wisman,nov_wisnus,des_wisman,des_wisnus,total_wisman,total_wisnus,total_wisatawan,jan_kmr,jan_pax,feb_kmr,feb_pax,mar_kmr,mar_pax,apr_kmr,apr_pax,mei_kmr,mei_pax,jun_kmr,jun_pax,jul_kmr,jul_pax,ags_kmr,ags_pax,sep_kmr,sep_pax,okt_kmr,okt_pax,nov_kmr,nov_pax,des_kmr,des_pax,kamar_terjual,total_malam_tamu,jan_rm_ava,jan_occ,feb_rm_ava,feb_occ,mar_rm_ava,mar_occ,apr_rm_ava,apr_occ,mei_rm_ava,mei_occ,jun_rm_ava,jun_occ,jul_rm_ava,jul_occ,ags_rm_ava,ags_occ,sep_rm_ava,sep_occ,okt_rm_ava,okt_occ,nov_rm_ava,nov_occ,des_rm_ava,des_occ,rata_rata_occ,tahun
259,SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,335,2.799,163,2.461,201,5.608,102,6.600,201,5.608,172,5.436,143,10.017,23,9.983,102,6.600,251,5.635,82,3.500,111,4.558,1.886,68.805,70.691,4819,3.134,5407,2.624,5127,5.809,3872,6.702,5443,5.809,5251,5.608,5568,10.160,5578,10.006,5146,6.702,6030,5.886,6249,3.582,6106,4.669,64.596,70.691,7.130,"67,59",6.440,"83,96",7.130,"71,91",6.900,"56,12",7.130,"76,34",6.900,"76,10",7.130,"78,09",7.130,"78,23",6.900,"74,58",7.130,"84,57",6.900,"90,57",7.130,"85,64","76,97",2023
260,GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,242,0,219,0,149,0,192,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,3.596,"3,53",3.248,"7,45",3.596,"6,09",3.480,"4,28",3.596,"5,34",3.480,"5,63",3.596,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00","2,69",2023
261,ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,0,7.554,0,4.759,0,8.833,11,4.300,12,9.597,21,11.801,22,10.428,22,8.520,30,9.054,20,13.535,0,0,0,0,138,88.381,88.519,4.560,7.554,5.378,4.759,10.726,8.833,3.363,4.311,4.558,9.609,5.334,11.822,5.656,10.450,5.631,8.542,5.372,9.084,6.906,13.555,7.789,0,7.281,0,72.554,88.519,20.553,"22,19",18.564,"28,97",20.553,"52,19",19.890,"16,91",20.553,"22,18",19.890,"26,82",20.553,"27,52",20.553,"27,40",19.890,"27,01",20.553,"33,60",19.890,"39,16",20.553,"35,43","29,95",2023
262,MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,0,1.750,0,4.963,0,4.747,0,2.947,0,3.029,0,1.874,5,1.410,11,1.419,0,0,0,0,0,0,0,0,16,22.139,22.155,1596,1.750,1583,4.963,1571,4.747,977,2.947,585,3.029,1400,1.874,1589,1.415,1306,1.430,0,0,0,0,0,0,0,0,10.607,22.155,5.642,"28,29",5.096,"31,06",5.642,"27,84",5.460,"17,89",5.642,"10,37",5.460,"25,64",5.642,"28,16",5.642,"23,15",5.460,"0,00",5.642,"0,00",5.460,"0,00",5.642,"0,00","16,03",2023
263,THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,0,1.952,0,1.480,0,1.778,0,1.128,0,2.192,0,2.310,0,2.356,0,1.822,0,2.758,0,2.294,0,1.346,0,2.874,0,24.290,24.290,1003,1.952,688,1.480,707,1.778,1544,1.128,1542,2.192,1875,2.310,1252,2.356,1085,1.822,1120,2.758,1324,2.294,1293,1.346,2010,2.874,15.443,24.290,3.472,"28,89",3.136,"21,94",3.472,"20,36",3.360,"45,95",3.472,"44,41",3.360,"55,80",3.472,"36,06",3.472,"31,25",3.360,"33,33",3.472,"38,13",3.360,"38,48",3.472,"57,89","37,71",2023
264,ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,687,0,647,0,380,0,730,0,1480,0,1525,0,1467,0,0,0,0,0,0,0,0,0,7.239,0,4.805,"6,72",4.340,"15,83",4.805,"13,47",4.650,"8,17",4.805,"15,19",4.650,"31,83",4.805,"31,74",4.805,"30,53",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00","12,79",2023
265,GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650,"0,00",4.200,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00","0,00",2023
266,LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.735,"0,00",5.180,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00","0,00",2023
267,HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2023
268,QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,9,3.353,17,2.828,22,3.380,72,3.044,34,3.778,99,3.868,102,3.846,0,0,0,0,0,0,0,0,0,0,355,24.097,24.452,2237,3.362,2083,2.845,2200,3.402,0,3.116,0,3.812,0,3.967,0,3.948,0,0,0,0,0,0,0,0,0,0,6.520,24.452,3.069,"72,89",2.772,"75,14",3.069,"71,68",2.970,"0,00",3.069,"0,00",2.970,"0,00",3.069,"0,00",3.069,"0,00",2.970,"0,00",3.069,"0,00",2.970,"0,00",3.069,"0,00","18,31",2023
269,NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,0,4.854,0,4.530,0,5.237,0,4.394,0,5.540,0,5.416,0,5.217,0,4.877,2,5.072,0,5.187,0,5.247,0,5.788,2,61.359,61.361,2647,4.854,5184,4.530,2660,5.237,2375,4.394,2779,5.540,2770,5.416,2965,5.217,2857,4.877,2737,5.074,2959,5.187,2846,5.247,2835,5.788,35.614,61.361,3.131,"84,54",2.828,"183,31",3.131,"84,96",3.030,"78,38",3.131,"88,76",3.030,"91,42",3.131,"94,70",3.131,"91,25",3.030,"90,33",3.131,"94,51",3.030,"93,93",3.131,"90,55","97,22",2023
270,D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,  24 ,  5.339 ,40,  5.323 ,37,  5.326 ,52,5.311,17,5.346,16,5.352,22,5.916,18,6.075,0,0,0,0,0,0,0,0,226,43.988,44.214,2922,5.363,2759,5.363,2723,5.363,2558,5.363,3016,5.363,2594,5.368,3209,5.938,3202,6.093,0,0,0,0,0,0,0,0,22.983,44.214,2.263,"129,12",2.044,"134,98",2.263,"120,33",2.190,"116,80",2.263,"133,27",2.190,"118,45",2.263,"141,80",2.263,"141,49",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00","86,35",2023
271,PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,0,961,2,793,0,923,0,864,0,1.223,0,1.338,4,1.352,1,1.409,0,1.449,0,1.462,2,1.426,0,0,9,13.200,13.209,1212,961,1178,795,997,923,985,864,1127,1.223,1003,1.338,965,1.356,958,1.410,1043,1.449,1204,1.462,861,1.428,0,0,11.533,13.209,3.069,"39,49",2.772,"42,50",3.069,"32,49",2.970,"33,16",3.069,"36,72",2.970,"33,77",3.069,"31,44",3.069,"31,22",2.970,"35,12",3.069,"39,23",2.970,"28,99",3.069,"0,00","32,01",2023
272,WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,0,4.058,0,3.556,0,4.224,0,3.825,0,3.985,0,3.860,0,3.890,0,4.050,2,3.892,0,4.245,9,4.350,5,4.550,16,48.485,48.501,3818,4.058,3530,3.556,3696,4.224,3447,3.825,1868,3.985,,3.860,0,3.890,0,4.050,758,3.894,2307,4.245,2743,4.359,3252,4.555,25.419,48.501,4.774,"79,97",4.312,"81,86",4.774,"77,42",4.620,"74,61",4.774,"39,13",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"16,41",4.774,"48,32",4.620,"59,37",4.774,"68,12","45,44",2023
273,BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,0,4.058,0,3.556,0,4.224,0,3.825,0,3.985,0,3.860,0,3.890,0,4.050,2,3.892,0,4.245,9,4.350,5,4.550,16,48.485,48.501,1647,4.058,1652,3.556,1564,4.224,1356,3.825,1917,3.985,1763,3.860,1942,3.890,1821,4.050,1613,3.894,1655,4.245,1831,4.359,0,4.555,18.761,48.501,2.635,"62,50",2.380,"69,41",2.635,"59,35",2.550,"53,18",2.635,"72,75",2.550,"69,14",2.635,"73,70",2.635,"69,11",2.550,"63,25",2.635,"62,81",2.550,"71,80",2.635,"0,00","60,58",2023
274,IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,0,3.981,0,3.264,1,4.047,3,3.214,6,4.216,14,3.766,17,3.873,19,3.890,8,3.881,7,3.843,12,3.902,17,4.239,104,46.116,46.220,3397,3.981,3656,3.264,3748,4.048,3211,3.217,4137,4.222,4021,3.780,3844,3.890,3703,3.909,3830,3.889,3949,3.850,3966,3.914,3751,4.256,45.213,46.220,4.805,"70,70",4.340,"84,24",4.805,"78,00",4.650,"69,05",4.805,"86,10",4.650,"86,47",4.805,"80,00",4.805,"77,07",4.650,"82,37",4.805,"82,19",4.650,"85,29",4.805,"78,06","79,96",2023
275,SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.038,"0,00",2.744,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00","0,00",2023
276,ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,0,4.082,0,3.455,0,4.776,0,3.448,0,5.059,0,5.567,0,5.553,0,0,0,0,0,0,0,0,0,0,0,31.940,31.940,2577,4.082,2566,3.455,2673,4.776,2200,3.448,2816,5.059,2783,5.567,2928,5.553,2805,0,2804,0,2959,0,2992,0,2850,0,32.953,31.940,3.472,"74,22",3.136,"81,82",3.472,"76,99",3.360,"65,48",3.472,"81,11",3.360,"82,83",3.472,"84,33",3.472,"80,79",3.360,"83,45",3.472,"85,22",3.360,"89,05",3.472,"82,09","80,61",2023
277,MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,12,5.782,4,4.797,2,5.546,8,4.771,14,6.198,19,6.256,29,6.160,21,5.720,31,5.923,6,6.524,16,6.409,24,6.797,186,70.883,71.069,3143,5.794,3025,4.801,5100,5.548,2934,4.779,3336,6.212,3337,6.275,3415,6.189,3359,5.741,3261,5.954,3416,6.530,3303,6.425,3380,6.821,41.009,71.069,3.565,"88,16",3.220,"93,94",3.565,"143,06",3.450,"85,04",3.565,"93,58",3.450,"96,72",3.565,"95,79",3.565,"94,22",3.450,"94,52",3.565,"95,82",3.450,"95,74",3.565,"94,81","97,62",2023
278,HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,1,2.626,0,2.651,0,3.409,0,2.427,4,3.645,1,3.779,0,3.070,1,3.199,12,2.587,5,2.846,14,3.516,0,0,38,33.755,33.793,2092,2.627,2123,2.651,2360,3.409,1901,2.427,2405,3.649,2469,3.780,2513,3.070,2440,3.200,2324,2.599,2590,2.851,2600,3.530,2569,0,28.386,33.793,2.790,"74,98",2.520,"84,25",2.790,"84,59",2.700,"70,41",2.790,"86,20",2.700,"91,44",2.790,"90,07",2.790,"87,46",2.700,"86,07",2.790,"92,83",2.700,"96,30",2.790,"92,08","86,39",2023
279,MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,1757,0,1927,0,1515,0,2007,0,2091,0,2421,0,2108,0,2200,0,2256,0,1191,0,2225,0,23.109,0,3.317,"42,54",2.996,"58,64",3.317,"58,09",3.210,"47,20",3.317,"60,51",3.210,"65,14",3.317,"72,99",3.317,"63,55",3.210,"68,54",3.317,"68,01",3.210,"37,10",3.317,"67,08","59,12",2023
280,BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,3360,0,3497,0,2410,0,3290,0,3035,0,3651,0,0,0,0,0,0,0,0,0,0,0,22.688,0,1.643,"209,68",1.484,"226,42",1.643,"212,84",1.590,"151,57",1.643,"200,24",1.590,"190,88",1.643,"222,22",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00","117,82",2023
281,THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,0,418,0,346,0,566,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522,1.522,285,418,307,346,303,566,154,192,235,0,204,0,222,0,222,0,220,0,0,0,0,0,231,0,2.383,1.522,4.123,"6,91",3.724,"8,24",4.123,"7,35",3.990,"3,86",4.123,"5,70",3.990,"5,11",4.123,"5,38",4.123,"5,38",3.990,"5,51",4.123,"0,00",3.990,"0,00",4.123,"5,60","4,92",2023
282,ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2023
283,ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,1,1.617,0,2.500,3,2.569,4,1.036,0,2.859,0,1.902,9,1.205,13,1.660,0,0,0,0,0,0,0,0,30,15.348,15.378,323,1.618,687,2.500,647,2.572,380,1.040,730,2.859,1480,1.902,1525,1.214,1467,1.673,0,0,0,0,0,0,0,0,7.239,15.378,4.805,"6,72",4.340,"15,83",4.805,"13,47",4.650,"8,17",4.805,"15,19",4.650,"31,83",4.805,"31,74",4.805,"30,53",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00","12,79",2023
284,MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,0,1.764,0,1.567,0,2.016,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.089,6.089,721,1.764,899,1.567,830,2.016,722,742,925,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,5.258,6.089,3.348,"21,54",3.024,"29,73",3.348,"24,79",3.240,"22,28",3.348,"27,63",3.240,"35,83",3.348,"0,00",3.348,"0,00",3.240,"0,00",3.348,"0,00",3.240,"0,00",3.348,"0,00","13,48",2023
285,HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2023
286,FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2023
287,D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511,"0,00",2.268,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00","0,00",2023
288,THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,"0,00",924,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00","0,00",2023
289,MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,0,1.522,2,1.383,16,1.542,0,1.364,2,2.968,9,1.460,8,1.460,0,1.482,15,1.409,25,1.433,0,1.458,6,1.530,83,19.011,19.094,1292,1.522,1355,1.385,1269,1.558,848,1.364,973,2.970,1460,1.469,1511,1.468,1502,1.482,1455,1.424,1523,1.458,1479,1.458,0,1.536,14.667,19.094,1.550,"83,35",1.400,"96,79",1.550,"81,87",1.500,"56,53",1.550,"62,77",1.500,"97,33",1.550,"97,48",1.550,"96,90",1.500,"97,00",1.550,"98,26",1.500,"98,60",1.550,"0,00","80,57",2023
290,SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,0,2.469,0,2.310,0,2.734,0,2.484,0,2.778,0,2.670,0,2.664,0,2.770,0,2.558,0,2.588,0,2.668,0,2.774,0,31.467,31.467,1924,2.469,2443,2.310,1155,2.734,1063,2.484,1359,2.778,1225,2.670,1193,2.664,1353,2.770,1392,2.558,1488,2.588,1357,2.668,1338,2.774,17.290,31.467,1.581,"121,70",1.428,"171,08",1.581,"73,06",1.530,"69,48",1.581,"85,96",1.530,"80,07",1.581,"75,46",1.581,"85,58",1.530,"90,98",1.581,"94,12",1.530,"88,69",1.581,"84,63","93,40",2023
291,BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873,0,1049,0,1060,0,924,0,1198,0,1263,0,1353,0,1305,0,1296,0,1523,0,1479,0,1491,0,17.814,0,1.550,"249,87",1.400,"74,93",1.550,"68,39",1.500,"61,60",1.550,"77,29",1.500,"84,20",1.550,"87,29",1.550,"84,19",1.500,"86,40",1.550,"98,26",1.500,"98,60",1.550,"96,19","97,27",2023
292,SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,32,50,1,526,0,482,0,682,0,572,1,663,1,641,0,628,1,757,4,663,13,791,13,630,0,0,34,7.035,7.069,335,527,339,482,351,682,404,572,396,664,446,642,429,628,378,758,388,667,397,804,474,643,499,0,4.836,7.069,992,"33,77",896,"37,83",992,"35,38",960,"42,08",992,"39,92",960,"46,46",992,"43,25",992,"38,10",960,"40,42",992,"40,02",960,"49,38",992,"50,30","41,41",2023
293,HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,31,80,31,103,31,107,31,60,31,123,31,82,31,76,1,67,0,48,0,61,0,61,0,79,218,947,1.165,81,111,74,134,1178,138,63,91,63,154,71,113,62,107,65,68,89,48,72,61,87,61,112,79,2.017,1.165,1.178,"6,88",1.064,"6,95",1.178,"100,00",1.140,"5,53",1.178,"5,35",1.140,"6,23",1.178,"5,26",1.178,"5,52",1.140,"7,81",1.178,"6,11",1.140,"7,63",1.178,"9,51","14,40",2023
294,CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,161,0,159,0,162,0,167,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,1.767,"9,45",1.596,"10,09",1.767,"9,00",1.710,"9,47",1.767,"9,45",1.710,"9,77",1.767,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00",1.710,"0,00",1.767,"0,00","4,77",2023
295,MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178,"0,00",1.064,"0,00",1.178,"0,00",1.140,"0,00",1.178,"0,00",1.140,"0,00",1.178,"0,00",1.178,"0,00",1.140,"0,00",1.178,"0,00",1.140,"0,00",1.178,"0,00","0,00",2023
296,D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2023
297,AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.581,"0,00",1.428,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00",1.530,"0,00",1.581,"0,00","0,00",2023
298,BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,146,0,160,0,168,0,170,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,2.108,"5,83",1.904,"7,67",2.108,"7,59",2.040,"8,24",2.108,"8,06",2.040,"8,43",2.108,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00",2.040,"0,00",2.108,"0,00","3,82",2023
299,BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271,"0,00",1.148,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00","0,00",2023
300,NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.146,"0,00",4.648,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00","0,00",2023
301,HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.085,"0,00",980,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00",1.050,"0,00",1.085,"0,00","0,00",2023
302,BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271,"0,00",1.148,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00",1.230,"0,00",1.271,"0,00","0,00",2023
303,THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,"0,00",1.232,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00",1.320,"0,00",1.364,"0,00","0,00",2023
304,KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,"0,00",1.260,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00",1.350,"0,00",1.395,"0,00","0,00",2023
